NEEM ion concentration data in 10 yr resolution,,,,,,
"Reference: Schüpbach et al., Greenland records of aerosol source and atmospheric lifetime changes from the Eemian to the Holocene, Nature Communications, 2018",,,,,,
"further reference: Rasmussen et al., A first chronology for the North Greenland Eemian Ice Drilling (NEEM) ice core. Climate of the Past 9, 2713–2730, doi:10.5194/cp-9-2713-2013 (2013).",,,,,,
,,,,,,
NEEM continuous Methane Concentration Data,,,,,,
"Reference: Chappellaz et al., High resolution glacial and delacial record of atmospheric methane by continuous-flow and laser spectrometer analysis along the NEEM ice core.  EGU Climate of the Past, 2013.",,,,,,
,,,,,,
NEEM Ca2+ (dust),,,,NEEM Methane,,
ageGICC05_mid (yr BP),depth_mid (m),Ca (ng/g),,Age (b2k),Depth (m),RawMethaneMean (ppbv)
57370.0110,1934.9480,62.12,,97504.8091,2170.845,495.91
57379.9955,1935.0275,71.01,,NaN,NaN,NaN
57390.0005,1935.1073,56.30,,97662.44,2171.2185,510.1
57399.9741,1935.1868,61.82,,97739.2432,2171.4006,510.1
57409.9791,1935.2665,60.11,,97739.2432,2171.4006,488.42
57420.0155,1935.3465,60.59,,97810.1064,2171.5828,488.42
57430.0064,1935.4260,64.26,,97810.1064,2171.5828,480.15
57439.9714,1935.5048,62.27,,97880.9695,2171.7649,480.15
57449.9909,1935.5835,68.80,,97880.9695,2171.7649,481.07
57460.0136,1935.6623,67.53,,97951.8327,2171.947,481.07
57470.0045,1935.7408,53.45,,NaN,NaN,NaN
57479.9955,1935.8193,71.80,,98108.0919,2172.3681,480.13
57489.9864,1935.8978,53.67,,98190.5084,2172.5878,480.13
57500.0394,1935.9775,59.27,,98190.5084,2172.5878,471.89
57510.0462,1936.0598,67.73,,98274.3633,2172.8074,471.89
57519.9886,1936.1438,65.08,,98274.3633,2172.8074,469.44
57530.0045,1936.2285,60.42,,98358.2182,2173.027,469.44
57540.0205,1936.3133,65.96,,NaN,NaN,NaN
57550.0068,1936.3978,77.56,,98525.6625,2173.4521,482.57
57560.0432,1936.4828,67.69,,98618.4325,2173.6834,482.57
57570.0341,1936.5698,68.20,,98618.4325,2173.6834,479.37
57579.9727,1936.6598,65.09,,98713.8908,2173.9147,479.37
57589.9818,1936.7515,54.27,,98713.8908,2173.9147,497.4
57600.0182,1936.8435,50.24,,98809.3491,2174.146,497.4
57610.0273,1936.9353,52.84,,NaN,NaN,NaN
57619.9628,1937.0263,62.65,,98970.9192,2174.5358,496.34
57629.9337,1937.1148,63.94,,99050.8594,2174.7282,496.34
57639.9700,1937.1998,63.07,,99050.8594,2174.7282,487.89
57649.9900,1937.2833,55.31,,99131.6954,2174.9207,487.89
57660.0100,1937.3668,55.93,,99131.6954,2174.9207,483.96
57670.0300,1937.4503,61.65,,99212.5314,2175.1132,483.96
57680.0200,1937.5335,55.09,,NaN,NaN,NaN
57690.0533,1937.6178,50.75,,99413.9327,2175.6066,508.23
57700.0710,1937.7050,46.44,,99487.335,2175.7884,508.23
57710.0264,1937.7945,45.02,,99487.335,2175.7884,507.14
57720.0082,1937.8845,50.70,,99554.5447,2175.9703,507.14
57729.9900,1937.9745,52.52,,99554.5447,2175.9703,499.9
57739.9718,1938.0645,40.57,,99621.3342,2176.1521,499.9
57750.0337,1938.1558,48.44,,99621.3342,2176.1521,500.19
57760.0668,1938.2503,52.62,,99688.1236,2176.334,500.19
57770.0182,1938.3475,58.68,,NaN,NaN,NaN
57779.9964,1938.4455,48.69,,99838.7852,2176.7502,514.02
57789.9745,1938.5435,70.46,,99922.6805,2176.9781,514.02
57799.9782,1938.6418,51.60,,99922.6805,2176.9781,511.25
57809.9718,1938.7380,64.88,,100009.3003,2177.2061,511.25
57819.9646,1938.8295,71.88,,100009.3003,2177.2061,516.11
57829.9945,1938.9185,75.72,,100095.92,2177.434,516.11
57839.9991,1939.0073,69.00,,NaN,NaN,NaN
57849.9755,1939.0958,72.88,,100214.6981,2177.7343,521.12
57859.9800,1939.1845,79.10,,100295.1272,2177.9372,521.12
57869.9373,1939.2715,69.92,,100295.1272,2177.9372,523.48
57879.9418,1939.3535,70.03,,100376.3208,2178.1402,523.48
57890.0077,1939.4318,70.91,,100376.3208,2178.1402,523.7
57900.0123,1939.5093,82.34,,100457.8568,2178.3431,523.7
57910.0168,1939.5868,78.20,,100457.8568,2178.3431,538.05
57920.0214,1939.6643,86.77,,100539.3927,2178.546,538.05
57930.0259,1939.7418,68.94,,NaN,NaN,NaN
57940.1298,1939.8213,60.20,,100660.7388,2178.8577,534.73
57950.1334,1939.9058,59.85,,100737.0259,2179.0538,534.73
57960.0264,1939.9945,56.26,,100737.0259,2179.0538,532.54
57970.0082,1940.0845,54.88,,100810.8606,2179.2499,532.54
57979.9900,1940.1745,51.19,,100810.8606,2179.2499,531.42
57989.9718,1940.2645,59.40,,100883.9394,2179.4459,531.42
57999.7907,1940.3518,78.07,,100883.9394,2179.4459,532.43
58009.8270,1940.4303,141.97,,100957.0182,2179.642,532.43
58020.0155,1940.4995,131.22,,NaN,NaN,NaN
58029.9755,1940.5655,206.43,,101087.8545,2179.9897,522.33
58039.9732,1940.6318,152.21,,101158.6381,2180.1778,522.33
58050.0086,1940.6983,200.79,,101158.6381,2180.1778,512.37
58060.0064,1940.7645,175.12,,101230.0249,2180.3659,512.37
58069.9664,1940.8305,175.51,,101230.0249,2180.3659,513.27
58080.0472,1940.8975,146.64,,101301.4925,2180.5539,513.27
58090.0841,1940.9700,113.85,,101301.4925,2180.5539,519.82
58100.0300,1941.0503,72.23,,101372.96,2180.742,519.82
58110.0200,1941.1335,111.41,,NaN,NaN,NaN
58120.0100,1941.2168,98.46,,101526.654,2181.1446,538.1
58130.0300,1941.3003,126.10,,101608.8648,2181.361,538.1
58140.0200,1941.3835,42.29,,101608.8648,2181.361,542.38
58150.1684,1941.4708,45.50,,101689.9451,2181.5775,542.38
58160.1911,1941.5690,55.56,,101689.9451,2181.5775,541.1
58170.0227,1941.6763,43.80,,101771.0255,2181.794,541.1
58180.0000,1941.7860,39.76,,NaN,NaN,NaN
58190.0000,1941.8960,45.29,,101893.5768,2182.1199,537.04
58199.7314,1942.0003,108.90,,101968.8599,2182.3199,537.04
58209.7241,1942.0895,94.47,,101968.8599,2182.3199,535.71
58219.9945,1942.1658,112.88,,102043.7068,2182.5199,535.71
58230.0127,1942.2383,158.58,,102043.7068,2182.5199,538.46
58239.9964,1942.3105,238.79,,102118.2625,2182.72,538.46
58249.9800,1942.3828,203.19,,102118.2625,2182.72,540.73
58259.9982,1942.4553,260.44,,102192.8182,2182.92,540.73
58270.0164,1942.5278,249.34,,NaN,NaN,NaN
58280.0405,1942.5988,282.19,,102303.5853,2183.2172,545.32
58290.0355,1942.6665,211.82,,102380.723,2183.4241,545.32
58299.9955,1942.7325,246.66,,102380.723,2183.4241,541.36
58309.9932,1942.7988,252.74,,102455.239,2183.6311,541.36
58320.0286,1942.8653,296.52,,102455.239,2183.6311,543.73
58330.0264,1942.9315,308.04,,102528.2377,2183.838,543.73
58339.9864,1942.9975,365.72,,102528.2377,2183.838,543.39
58349.9841,1943.0638,369.38,,102601.2364,2184.045,543.39
58359.9298,1943.1288,437.35,,NaN,NaN,NaN
58369.9108,1943.1903,250.42,,102680.3169,2184.2637,548.94
58379.9627,1943.2493,186.40,,102760.3972,2184.485,548.94
58389.9609,1943.3078,224.74,,102760.3972,2184.485,537.73
58400.0018,1943.3665,179.29,,102841.251,2184.7063,537.73
58410.0427,1943.4253,157.18,,102841.251,2184.7063,533.4
58420.0409,1943.4838,400.73,,102922.9409,2184.9277,533.4
58430.0391,1943.5423,221.42,,102922.9409,2184.9277,534.09
58440.0373,1943.6008,237.72,,103004.6309,2185.149,534.09
58450.1198,1943.6600,237.43,,NaN,NaN,NaN
58460.1016,1943.7225,212.65,,103108.5898,2185.4392,542.79
58470.0182,1943.7895,164.05,,103181.0132,2185.6414,542.79
58480.0182,1943.8583,140.64,,103181.0132,2185.6414,537.18
58489.9818,1943.9268,104.05,,103252.1312,2185.8436,537.18
58499.9818,1943.9955,89.84,,103252.1312,2185.8436,540.6
58510.0182,1944.0645,82.74,,103322.7165,2186.0458,540.6
58520.0182,1944.1333,104.43,,103322.7165,2186.0458,538.57
58530.0750,1944.2028,96.17,,103393.3018,2186.248,538.57
58540.0650,1944.2773,77.90,,NaN,NaN,NaN
58549.9900,1944.3583,66.55,,103501.6872,2186.5737,541.36
58559.9800,1944.4415,47.29,,103564.9345,2186.7637,541.36
58569.9700,1944.5248,48.62,,103564.9345,2186.7637,543.18
58579.9900,1944.6083,74.96,,103619.7913,2186.9538,543.18
58589.9800,1944.6915,62.90,,103619.7913,2186.9538,542.02
58600.0239,1944.7763,56.59,,103672.6702,2187.1439,542.02
58610.0439,1944.8648,74.92,,103672.6702,2187.1439,540.92
58619.9909,1944.9558,64.73,,103725.5491,2187.334,540.92
58630.0000,1945.0475,62.53,,NaN,NaN,NaN
58640.0091,1945.1393,48.63,,103802.4742,2187.5991,561.93
58649.9909,1945.2308,51.79,,103863.992,2187.8106,561.93
58659.9849,1945.3220,53.53,,103863.992,2187.8106,529.97
58669.9967,1945.4120,71.78,,103921.0711,2188.0221,529.97
58679.9936,1945.5008,73.98,,103921.0711,2188.0221,491.39
58689.9982,1945.5895,70.46,,103974.8992,2188.2335,491.39
58700.0027,1945.6783,63.74,,103974.8992,2188.2335,484.59
58709.9791,1945.7668,65.19,,104028.7273,2188.445,484.59
58719.8799,1945.8538,74.25,,NaN,NaN,NaN
58729.9081,1945.9355,83.50,,104107.7494,2188.7313,462.17
58740.0018,1946.0115,77.42,,104163.8284,2188.9342,462.17
58749.9918,1946.0858,92.22,,104163.8284,2188.9342,466.64
58760.0155,1946.1603,94.44,,104224.8952,2189.1372,466.64
58770.0055,1946.2345,67.93,,104224.8952,2189.1372,540.34
58779.9955,1946.3088,60.17,,104288.3531,2189.3401,540.34
58790.0497,1946.3835,53.66,,104288.3531,2189.3401,504.65
58800.0610,1946.4603,54.56,,104351.8109,2189.543,504.65
58810.0245,1946.5405,46.44,,NaN,NaN,NaN
58820.0136,1946.6225,46.38,,104455.2938,2189.8258,477.76
58830.0027,1946.7045,50.83,,104530.144,2190.0296,477.76
58839.9918,1946.7865,46.14,,104530.144,2190.0296,467.22
58849.9809,1946.8685,52.12,,104616.3938,2190.2334,467.22
58860.0425,1946.9515,51.46,,104616.3938,2190.2334,468.58
58870.0548,1947.0380,44.54,,104708.6596,2190.4372,468.58
58879.9909,1947.1283,44.80,,104708.6596,2190.4372,506.92
58889.9727,1947.2198,44.32,,104800.9255,2190.641,506.92
58899.9818,1947.3115,44.79,,NaN,NaN,NaN
58910.0182,1947.4035,49.77,,104955.0716,2190.9699,529.94
58920.0601,1947.4958,51.01,,105044.3255,2191.1602,529.94
58930.0501,1947.5895,52.67,,105044.3255,2191.1602,544.59
58940.0168,1947.6853,38.80,,105118.2599,2191.3505,544.59
58950.0177,1947.7818,34.44,,105118.2599,2191.3505,547.94
58960.0186,1947.8783,41.47,,105188.1408,2191.5407,547.94
58970.0195,1947.9748,40.30,,105188.1408,2191.5407,547.01
58979.9595,1948.0693,39.79,,105258.0218,2191.731,547.01
58989.9472,1948.1585,53.17,,NaN,NaN,NaN
58999.9886,1948.2438,51.47,,105324.818,2191.9867,564.63
59010.0045,1948.3285,63.38,,105378.7317,2192.2,564.63
59020.0205,1948.4133,102.95,,105378.7317,2192.2,566.22
59030.0068,1948.4978,145.87,,105438.4157,2192.4133,566.22
59039.8667,1948.5810,137.21,,105438.4157,2192.4133,574.66
59049.8331,1948.6565,202.19,,105503.1897,2192.6267,574.66
59059.9632,1948.7208,241.21,,105503.1897,2192.6267,572.03
59070.0241,1948.7803,177.55,,105567.9636,2192.84,572.03
59080.0427,1948.8395,246.69,,NaN,NaN,NaN
59090.0191,1948.8985,266.84,,105644.4708,2193.0531,574.1
59099.9955,1948.9575,384.02,,105725.2413,2193.2763,574.1
59109.9718,1949.0165,165.03,,105725.2413,2193.2763,582.83
59119.9482,1949.0755,257.66,,105806.0118,2193.4995,582.83
59129.9668,1949.1348,205.19,,105806.0118,2193.4995,590.28
59140.0066,1949.1938,203.47,,105886.7822,2193.7228,590.28
59149.9898,1949.2515,251.09,,105886.7822,2193.7228,595.18
59159.9818,1949.3088,176.44,,105967.5527,2193.946,595.18
59170.0182,1949.3663,227.12,,NaN,NaN,NaN
59180.0109,1949.4235,239.06,,106037.8051,2194.1626,596.08
59190.0036,1949.4808,174.47,,106109.5229,2194.3842,596.08
59200.0400,1949.5383,227.47,,106109.5229,2194.3842,596.59
59210.0327,1949.5955,236.74,,106182.3949,2194.6058,596.59
59219.9818,1949.6525,274.94,,106182.3949,2194.6058,593.99
59230.1541,1949.7115,181.90,,106256.5302,2194.8274,593.99
59240.1659,1949.7793,154.64,,106256.5302,2194.8274,583.88
59249.9900,1949.8583,91.54,,106330.6655,2195.049,583.88
59259.9800,1949.9415,67.37,,NaN,NaN,NaN
59269.9700,1950.0248,62.38,,106420.3216,2195.2703,518.48
59279.9900,1950.1083,51.27,,106509.2885,2195.4897,518.48
59289.9800,1950.1915,56.65,,106509.2885,2195.4897,492.68
59300.1385,1950.2810,53.19,,106608.7735,2195.7092,492.68
59310.1594,1950.3863,57.12,,106608.7735,2195.7092,498.45
59319.9991,1950.5033,43.47,,106718.8849,2195.9286,498.45
59329.9936,1950.6228,37.06,,106718.8849,2195.9286,491.46
59339.9694,1950.7420,56.20,,106828.9964,2196.148,491.46
59349.9644,1950.8580,48.40,,NaN,NaN,NaN
59359.9882,1950.9685,35.51,,106944.4604,2196.3671,509.71
59370.0027,1951.0765,46.77,,107055.5725,2196.5778,509.71
59380.0173,1951.1845,63.65,,107055.5725,2196.5778,503.36
59390.0318,1951.2925,103.31,,107161.3723,2196.7885,503.36
59400.0395,1951.3898,96.60,,107161.3723,2196.7885,505.9
59410.0036,1951.4655,151.58,,107259.8407,2196.9993,505.9
59419.9691,1951.5308,195.28,,107259.8407,2196.9993,507.87
59429.9727,1951.5963,180.98,,107358.3091,2197.21,507.87
59439.9764,1951.6618,239.16,,NaN,NaN,NaN
59449.9800,1951.7273,249.85,,107452.8864,2197.4927,509.64
59459.9836,1951.7928,326.70,,107519.3675,2197.7052,509.64
59469.9873,1951.8583,284.09,,107519.3675,2197.7052,504.68
59479.9436,1951.9230,333.25,,107553.7132,2197.9178,504.68
59489.9505,1951.9858,345.66,,107553.7132,2197.9178,504.1
59500.0077,1952.0468,426.53,,107562.2166,2198.1304,504.1
59510.0177,1952.1073,362.67,,107562.2166,2198.1304,503.8
59520.0277,1952.1678,394.40,,107570.72,2198.343,503.8
59530.0377,1952.2283,321.42,,NaN,NaN,NaN
59540.0064,1952.2885,391.48,,107583.6237,2198.6519,502.9
59549.9750,1952.3488,288.11,,107591.9259,2198.8504,502.9
59559.9850,1952.4093,352.39,,107591.9259,2198.8504,498.45
59569.9668,1952.4695,470.92,,107600.7698,2199.0489,498.45
59579.9600,1952.5293,407.48,,107600.7698,2199.0489,478.49
59589.9645,1952.5885,516.77,,107609.794,2199.2475,478.49
59599.9409,1952.6475,344.33,,107609.794,2199.2475,492.94
59609.9595,1952.7068,490.51,,107618.8182,2199.446,492.94
59620.0205,1952.7663,487.37,,NaN,NaN,NaN
59630.0391,1952.8255,307.12,,107630.6435,2199.7168,501.98
59640.0155,1952.8845,280.10,,107631.7946,2199.7432,501.98
59649.9918,1952.9435,392.43,,NaN,NaN,NaN
59660.0057,1953.0028,313.14,,107636.7312,2199.8563,498.93
59670.0353,1953.0630,305.75,,107646.6618,2200.0806,498.93
59680.0150,1953.1243,250.56,,107646.6618,2200.0806,498.25
59689.9668,1953.1858,277.12,,107656.8536,2200.3048,498.25
59699.9591,1953.2475,225.34,,107656.8536,2200.3048,498.25
59709.9918,1953.3095,260.48,,107667.0455,2200.529,498.25
59720.0245,1953.3715,303.61,,,,
59730.0168,1953.4333,450.22,,,,
59739.9686,1953.4948,310.81,,,,
59749.9364,1953.5563,262.34,,,,
59759.9787,1953.6165,331.33,,,,
59770.0036,1953.6745,332.01,,,,
59779.9964,1953.7318,415.03,,,,
59790.0327,1953.7893,281.75,,,,
59800.0255,1953.8465,306.19,,,,
59809.9745,1953.9035,217.47,,,,
59819.9673,1953.9608,202.61,,,,
59830.0036,1954.0183,323.24,,,,
59839.9964,1954.0755,318.60,,,,
59849.9634,1954.1328,296.76,,,,
59859.9597,1954.1908,365.59,,,,
59869.9627,1954.2493,416.48,,,,
59879.9609,1954.3078,421.98,,,,
59890.0018,1954.3665,416.12,,,,
59900.0427,1954.4253,353.30,,,,
59910.0409,1954.4838,337.88,,,,
59920.0391,1954.5423,326.79,,,,
59930.0373,1954.6008,420.62,,,,
59940.0379,1954.6593,457.20,,,,
59950.0356,1954.7175,529.72,,,,
59960.0409,1954.7755,367.23,,,,
59970.0591,1954.8335,475.32,,,,
59980.0341,1954.8913,321.40,,,,
59989.9659,1954.9488,352.34,,,,
59999.9409,1955.0065,282.91,,,,
60009.9591,1955.0645,421.17,,,,
60019.9773,1955.1225,390.55,,,,
60029.9955,1955.1805,468.97,,,,
60040.0336,1955.2393,291.59,,,,
60050.0446,1955.2998,287.90,,,,
60060.0427,1955.3615,232.16,,,,
60070.0350,1955.4233,239.98,,,,
60079.9868,1955.4848,261.23,,,,
60089.9791,1955.5465,238.83,,,,
60100.0118,1955.6085,253.09,,,,
60110.0445,1955.6705,386.31,,,,
60120.0368,1955.7323,275.69,,,,
60129.9924,1955.7935,474.25,,,,
60139.9765,1955.8543,284.15,,,,
60149.9859,1955.9148,284.76,,,,
60159.9959,1955.9753,440.55,,,,
60170.0059,1956.0358,418.47,,,,
60180.0159,1956.0963,335.21,,,,
60190.0259,1956.1568,399.99,,,,
60200.0359,1956.2173,377.79,,,,
60210.0045,1956.2775,452.55,,,,
60219.9557,1956.3378,451.97,,,,
60229.9352,1956.3985,212.89,,,,
60239.9591,1956.4598,342.74,,,,
60250.0227,1956.5213,248.46,,,,
60260.0455,1956.5825,277.45,,,,
60270.0273,1956.6435,233.38,,,,
60280.0091,1956.7045,236.71,,,,
60289.9909,1956.7655,255.62,,,,
60299.9727,1956.8265,288.37,,,,
60309.9545,1956.8875,255.22,,,,
60319.9773,1956.9488,393.95,,,,
60330.0409,1957.0103,321.66,,,,
60340.0636,1957.0715,276.34,,,,
60350.0455,1957.1325,399.39,,,,
60360.0273,1957.1935,338.26,,,,
60370.0091,1957.2545,330.66,,,,
60379.9909,1957.3155,330.04,,,,
60389.9727,1957.3765,329.32,,,,
60399.9478,1957.4373,362.47,,,,
60409.9478,1957.4975,376.41,,,,
60419.9818,1957.5575,360.78,,,,
60430.0182,1957.6175,357.73,,,,
60440.0127,1957.6773,426.02,,,,
60449.9655,1957.7368,319.17,,,,
60459.9600,1957.7965,294.48,,,,
60469.9964,1957.8565,259.34,,,,
60480.0327,1957.9165,193.40,,,,
60490.0590,1957.9765,287.96,,,,
60500.0349,1958.0365,345.91,,,,
60510.0077,1958.0968,333.26,,,,
60520.0177,1958.1573,357.62,,,,
60530.0277,1958.2178,387.04,,,,
60540.0377,1958.2783,355.23,,,,
60550.0064,1958.3385,309.45,,,,
60559.9750,1958.3988,390.79,,,,
60569.9850,1958.4593,315.44,,,,
60579.9436,1958.5193,339.35,,,,
60589.9231,1958.5780,267.23,,,,
60599.9673,1958.6358,372.53,,,,
60610.0036,1958.6933,288.23,,,,
60619.9964,1958.7505,222.59,,,,
60629.9891,1958.8078,221.77,,,,
60640.0255,1958.8653,233.02,,,,
60650.0182,1958.9225,353.78,,,,
60659.9673,1958.9795,346.51,,,,
60669.9600,1959.0368,413.39,,,,
60679.9901,1959.0938,566.36,,,,
60690.0010,1959.1495,374.10,,,,
60700.0000,1959.2045,335.18,,,,
60710.0000,1959.2595,583.57,,,,
60720.0000,1959.3145,334.14,,,,
60730.0000,1959.3695,357.60,,,,
60740.0000,1959.4245,402.25,,,,
60750.0000,1959.4795,377.18,,,,
60760.0000,1959.5345,461.07,,,,
60770.0000,1959.5895,356.98,,,,
60779.9865,1959.6440,326.01,,,,
60789.9828,1959.6975,304.50,,,,
60800.0036,1959.7505,300.86,,,,
60810.0255,1959.8035,360.99,,,,
60820.0473,1959.8565,360.33,,,,
60830.0691,1959.9095,355.51,,,,
60840.0436,1959.9623,358.08,,,,
60849.9709,1960.0148,514.28,,,,
60859.9455,1960.0675,337.71,,,,
60869.9673,1960.1205,430.12,,,,
60879.9951,1960.1735,389.57,,,,
60890.0174,1960.2263,382.10,,,,
60899.9864,1960.2785,386.20,,,,
60909.9614,1960.3308,569.56,,,,
60919.9841,1960.3833,408.74,,,,
60930.0068,1960.4358,420.95,,,,
60940.0295,1960.4883,376.18,,,,
60950.0045,1960.5405,479.23,,,,
60959.9795,1960.5928,407.28,,,,
60970.0023,1960.6453,421.42,,,,
60980.0250,1960.6978,327.88,,,,
60990.0236,1960.7500,389.11,,,,
60999.9736,1960.8018,357.16,,,,
61009.9473,1960.8535,396.38,,,,
61019.9691,1960.9055,359.48,,,,
61029.9909,1960.9575,395.66,,,,
61040.0127,1961.0095,364.95,,,,
61050.0345,1961.0615,399.65,,,,
61060.0564,1961.1135,355.71,,,,
61070.0300,1961.1653,357.03,,,,
61079.9555,1961.2168,363.21,,,,
61089.9693,1961.2688,298.60,,,,
61100.0484,1961.3215,412.40,,,,
61110.0400,1961.3743,378.96,,,,
61119.9673,1961.4268,350.39,,,,
61129.9418,1961.4795,428.95,,,,
61139.9636,1961.5325,428.40,,,,
61149.9855,1961.5855,379.17,,,,
61160.0073,1961.6385,319.00,,,,
61170.0291,1961.6915,464.76,,,,
61180.0509,1961.7445,397.63,,,,
61190.0727,1961.7975,300.25,,,,
61200.0418,1961.8508,322.41,,,,
61209.9545,1961.9048,315.91,,,,
61219.9091,1961.9595,321.91,,,,
61229.9545,1962.0148,282.50,,,,
61240.0455,1962.0703,422.83,,,,
61250.0455,1962.1253,315.12,,,,
61260.0000,1962.1800,277.61,,,,
61270.0455,1962.2353,285.22,,,,
61280.0909,1962.2905,301.14,,,,
61290.0909,1962.3455,426.90,,,,
61300.0736,1962.4000,375.99,,,,
61310.0191,1962.4535,315.89,,,,
61319.9914,1962.5068,278.69,,,,
61330.0105,1962.5603,332.60,,,,
61339.9827,1962.6135,380.44,,,,
61349.9550,1962.6668,363.99,,,,
61359.9741,1962.7203,474.49,,,,
61369.9932,1962.7738,351.77,,,,
61380.0123,1962.8273,399.20,,,,
61389.9845,1962.8805,365.58,,,,
61399.9293,1962.9333,356.44,,,,
61409.9506,1962.9850,434.49,,,,
61419.9941,1963.0358,383.75,,,,
61430.0023,1963.0863,426.27,,,,
61440.0105,1963.1368,363.92,,,,
61450.0186,1963.1873,387.74,,,,
61460.0268,1963.2378,407.37,,,,
61470.0350,1963.2883,407.07,,,,
61479.9936,1963.3385,431.00,,,,
61489.9523,1963.3888,342.45,,,,
61499.9605,1963.4393,459.01,,,,
61509.9616,1963.4895,435.57,,,,
61519.9957,1963.5393,348.72,,,,
61530.0218,1963.5885,426.59,,,,
61540.0000,1963.6375,433.33,,,,
61549.9782,1963.6865,322.55,,,,
61559.9564,1963.7355,391.57,,,,
61569.9345,1963.7845,384.88,,,,
61579.9636,1963.8338,452.64,,,,
61590.0436,1963.8833,392.05,,,,
61600.0727,1963.9325,314.43,,,,
61610.0509,1963.9815,460.70,,,,
61620.0210,1964.0305,409.42,,,,
61630.0006,1964.0798,416.38,,,,
61639.9941,1964.1293,413.60,,,,
61649.9841,1964.1788,359.56,,,,
61659.9741,1964.2283,380.99,,,,
61669.9641,1964.2778,338.27,,,,
61680.0045,1964.3275,431.87,,,,
61690.0450,1964.3773,455.66,,,,
61700.0350,1964.4268,311.90,,,,
61710.0250,1964.4763,367.94,,,,
61720.0150,1964.5258,398.76,,,,
61730.0050,1964.5753,378.23,,,,
61739.9950,1964.6248,455.49,,,,
61749.9850,1964.6743,495.38,,,,
61759.9750,1964.7238,459.50,,,,
61769.9650,1964.7733,371.77,,,,
61779.9550,1964.8228,382.03,,,,
61789.9955,1964.8725,377.69,,,,
61800.0359,1964.9223,423.19,,,,
61810.0259,1964.9718,380.19,,,,
61820.0159,1965.0213,328.28,,,,
61830.0059,1965.0708,378.10,,,,
61839.9714,1965.1200,381.85,,,,
61849.9605,1965.1680,437.93,,,,
61859.9555,1965.2145,496.19,,,,
61869.9623,1965.2608,503.76,,,,
61880.0232,1965.3073,476.88,,,,
61890.0300,1965.3535,605.44,,,,
61899.9827,1965.3995,475.21,,,,
61909.9895,1965.4458,393.43,,,,
61920.0505,1965.4923,351.14,,,,
61930.0573,1965.5385,555.94,,,,
61940.0100,1965.5845,536.58,,,,
61949.9627,1965.6305,751.97,,,,
61959.9695,1965.6768,564.55,,,,
61970.0305,1965.7233,356.42,,,,
61980.0373,1965.7695,338.43,,,,
61989.9900,1965.8155,731.55,,,,
61999.9427,1965.8615,546.83,,,,
62009.9495,1965.9078,422.08,,,,
62020.0105,1965.9543,495.70,,,,
62030.0173,1966.0005,477.50,,,,
62039.9700,1966.0465,525.12,,,,
62049.9768,1966.0928,612.39,,,,
62060.0377,1966.1393,545.29,,,,
62070.0445,1966.1855,361.56,,,,
62080.0122,1966.2315,352.33,,,,
62090.0018,1966.2773,519.93,,,,
62100.0050,1966.3228,429.99,,,,
62110.0150,1966.3683,490.36,,,,
62120.0250,1966.4138,608.36,,,,
62130.0350,1966.4593,464.63,,,,
62140.0450,1966.5048,361.64,,,,
62150.0550,1966.5503,354.83,,,,
62160.0100,1966.5955,379.10,,,,
62169.9650,1966.6408,513.00,,,,
62179.9750,1966.6863,509.23,,,,
62189.9850,1966.7318,564.27,,,,
62199.9639,1966.7770,504.14,,,,
62209.9516,1966.8215,565.40,,,,
62220.0055,1966.8655,433.20,,,,
62230.0282,1966.9093,466.53,,,,
62239.9936,1966.9528,453.71,,,,
62250.0164,1966.9965,325.96,,,,
62260.0391,1967.0403,636.98,,,,
62270.0045,1967.0838,477.34,,,,
62280.0273,1967.1275,499.47,,,,
62290.0500,1967.1713,437.07,,,,
62300.0155,1967.2148,576.91,,,,
62309.9809,1967.2583,469.04,,,,
62319.9464,1967.3018,477.45,,,,
62329.9432,1967.3453,378.97,,,,
62339.9604,1967.3885,384.45,,,,
62349.9673,1967.4315,586.97,,,,
62359.9745,1967.4745,378.37,,,,
62369.9818,1967.5175,407.26,,,,
62379.9891,1967.5605,511.09,,,,
62389.9964,1967.6035,493.10,,,,
62400.0036,1967.6465,406.50,,,,
62410.0109,1967.6895,473.23,,,,
62420.0182,1967.7325,561.95,,,,
62430.0255,1967.7755,598.30,,,,
62440.0327,1967.8185,458.95,,,,
62450.0411,1967.8615,437.46,,,,
62460.0456,1967.9040,414.53,,,,
62470.0027,1967.9455,371.64,,,,
62479.9777,1967.9868,476.50,,,,
62490.0132,1968.0283,532.44,,,,
62499.9882,1968.0695,430.04,,,,
62509.9632,1968.1108,476.87,,,,
62519.9986,1968.1523,503.21,,,,
62529.9736,1968.1935,415.73,,,,
62539.9486,1968.2348,375.20,,,,
62549.9841,1968.2763,281.89,,,,
62560.0195,1968.3178,369.39,,,,
62570.0550,1968.3593,414.07,,,,
62580.0300,1968.4005,459.06,,,,
62589.9686,1968.4418,412.97,,,,
62599.9749,1968.4838,378.74,,,,
62610.0227,1968.5263,543.57,,,,
62620.0091,1968.5685,338.22,,,,
62629.9955,1968.6108,374.73,,,,
62640.0409,1968.6533,473.30,,,,
62650.0273,1968.6955,531.84,,,,
62660.0136,1968.7378,584.35,,,,
62670.0591,1968.7803,546.11,,,,
