depth_m,age_ice_calBP,age_gas_calBP
2971.615,36502,36138.8
2971.638,36503,36139.7
2971.662,36504,36140.6
2971.686,36505,36141.4
2971.709,36506,36142.3
2971.733,36507,36143.2
2971.756,36508,36144
2971.78,36509,36144.9
2971.804,36510,36145.8
2971.827,36511,36146.6
2971.851,36512,36147.5
2971.874,36513,36148.3
2971.898,36514,36149.2
2971.922,36515,36150.1
2971.945,36516,36150.9
2971.969,36517,36151.8
2971.992,36518,36152.7
2972.016,36519,36153.6
2972.039,36520,36154.4
2972.063,36521,36155.3
2972.086,36522,36156.2
2972.11,36523,36157
2972.133,36524,36157.9
2972.157,36525,36158.8
2972.18,36526,36159.6
2972.204,36527,36160.5
2972.227,36528,36161.4
2972.251,36529,36162.2
2972.274,36530,36163.1
2972.298,36531,36164
2972.321,36532,36164.9
2972.345,36533,36165.7
2972.368,36534,36166.6
2972.392,36535,36167.5
2972.415,36536,36168.3
2972.439,36537,36169.2
2972.462,36538,36170.1
2972.486,36539,36170.9
2972.509,36540,36171.8
2972.533,36541,36172.7
2972.556,36542,36173.5
2972.58,36543,36174.4
2972.603,36544,36175.3
2972.627,36545,36176.1
2972.65,36546,36177
2972.673,36547,36177.8
2972.697,36548,36178.7
2972.72,36549,36179.6
2972.744,36550,36180.4
2972.767,36551,36181.3
2972.791,36552,36182.1
2972.814,36553,36183
2972.837,36554,36183.9
2972.861,36555,36184.7
2972.884,36556,36185.6
2972.908,36557,36186.4
2972.931,36558,36187.3
2972.954,36559,36188.2
2972.978,36560,36189
2973.001,36561,36189.9
2973.025,36562,36190.7
2973.048,36563,36191.6
2973.071,36564,36192.4
2973.095,36565,36193.3
2973.118,36566,36194.2
2973.142,36567,36195
2973.165,36568,36195.9
2973.188,36569,36196.8
2973.212,36570,36197.6
2973.235,36571,36198.5
2973.258,36572,36199.4
2973.282,36573,36200.2
2973.305,36574,36201.1
2973.328,36575,36202
2973.352,36576,36202.8
2973.375,36577,36203.7
2973.398,36578,36204.6
2973.422,36579,36205.4
2973.445,36580,36206.3
2973.468,36581,36207.2
2973.492,36582,36208
2973.515,36583,36208.9
2973.538,36584,36209.8
2973.561,36585,36210.6
2973.585,36586,36211.5
2973.608,36587,36212.4
2973.631,36588,36213.2
2973.655,36589,36214.1
2973.678,36590,36215
2973.701,36591,36215.8
2973.724,36592,36216.7
2973.748,36593,36217.6
2973.771,36594,36218.4
2973.794,36595,36219.3
2973.818,36596,36220.2
2973.841,36597,36221
2973.864,36598,36221.9
2973.887,36599,36222.8
2973.911,36600,36223.6
2973.934,36601,36224.5
2973.957,36602,36225.3
2973.98,36603,36226.2
2974.003,36604,36227.1
2974.027,36605,36227.9
2974.05,36606,36228.8
2974.073,36607,36229.7
2974.096,36608,36230.5
2974.12,36609,36231.4
2974.143,36610,36232.3
2974.166,36611,36233.1
2974.189,36612,36234
2974.212,36613,36234.9
2974.236,36614,36235.7
2974.259,36615,36236.6
2974.282,36616,36237.5
2974.305,36617,36238.3
2974.328,36618,36239.2
2974.352,36619,36240.1
2974.375,36620,36240.9
2974.398,36621,36241.8
2974.421,36622,36242.7
2974.444,36623,36243.5
2974.467,36624,36244.4
2974.491,36625,36245.2
2974.514,36626,36246.1
2974.537,36627,36247
2974.56,36628,36247.8
2974.583,36629,36248.7
2974.606,36630,36249.6
2974.629,36631,36250.4
2974.653,36632,36251.3
2974.676,36633,36252.2
2974.699,36634,36253
2974.722,36635,36253.9
2974.745,36636,36254.8
2974.768,36637,36255.7
2974.791,36638,36256.5
2974.814,36639,36257.4
2974.838,36640,36258.3
2974.861,36641,36259.2
2974.884,36642,36260
2974.907,36643,36260.9
2974.93,36644,36261.8
2974.953,36645,36262.7
2974.976,36646,36263.5
2974.999,36647,36264.4
2975.022,36648,36265.3
2975.045,36649,36266.1
2975.069,36650,36267
2975.092,36651,36267.9
2975.115,36652,36268.8
2975.138,36653,36269.6
2975.161,36654,36270.5
2975.184,36655,36271.4
2975.207,36656,36272.2
2975.23,36657,36273.1
2975.253,36658,36274
2975.276,36659,36274.9
2975.299,36660,36275.8
2975.322,36661,36276.6
2975.345,36662,36277.5
2975.368,36663,36278.4
2975.391,36664,36279.3
2975.414,36665,36280.2
2975.437,36666,36281
2975.46,36667,36281.9
2975.483,36668,36282.8
2975.506,36669,36283.6
2975.529,36670,36284.5
2975.553,36671,36285.4
2975.576,36672,36286.3
2975.599,36673,36287.1
2975.622,36674,36288
2975.645,36675,36288.9
2975.668,36676,36289.7
2975.691,36677,36290.6
2975.714,36678,36291.5
2975.737,36679,36292.4
2975.76,36680,36293.2
2975.782,36681,36294.1
2975.805,36682,36295
2975.828,36683,36295.9
2975.851,36684,36296.7
2975.874,36685,36297.6
2975.897,36686,36298.5
2975.92,36687,36299.4
2975.943,36688,36300.3
2975.966,36689,36301.2
2975.989,36690,36302.1
2976.012,36691,36303
2976.035,36692,36303.9
2976.058,36693,36304.8
2976.081,36694,36305.7
2976.104,36695,36306.6
2976.127,36696,36307.5
2976.15,36697,36308.4
2976.173,36698,36309.2
2976.196,36699,36310.1
2976.219,36700,36311
2976.242,36701,36311.9
2976.264,36702,36312.8
2976.287,36703,36313.7
2976.31,36704,36314.6
2976.333,36705,36315.5
2976.356,36706,36316.4
2976.379,36707,36317.3
2976.402,36708,36318.2
2976.425,36709,36319.1
2976.448,36710,36320.1
2976.471,36711,36321
2976.494,36712,36321.9
2976.516,36713,36322.8
2976.539,36714,36323.7
2976.562,36715,36324.6
2976.585,36716,36325.5
2976.608,36717,36326.4
2976.631,36718,36327.3
2976.654,36719,36328.2
2976.677,36720,36329.1
2976.699,36721,36330
2976.722,36722,36330.9
2976.745,36723,36331.8
2976.768,36724,36332.7
2976.791,36725,36333.6
2976.814,36726,36334.6
2976.837,36727,36335.5
2976.859,36728,36336.4
2976.882,36729,36337.3
2976.905,36730,36338.2
2976.928,36731,36339.2
2976.951,36732,36340.1
2976.974,36733,36341
2976.996,36734,36341.9
2977.019,36735,36342.9
2977.042,36736,36343.8
2977.065,36737,36344.7
2977.088,36738,36345.7
2977.111,36739,36346.6
2977.133,36740,36347.5
2977.156,36741,36348.5
2977.179,36742,36349.4
2977.202,36743,36350.3
2977.225,36744,36351.3
2977.247,36745,36352.2
2977.27,36746,36353.1
2977.293,36747,36354
2977.316,36748,36355
2977.339,36749,36355.9
2977.361,36750,36356.8
2977.384,36751,36357.7
2977.407,36752,36358.6
2977.43,36753,36359.6
2977.453,36754,36360.5
2977.475,36755,36361.4
2977.498,36756,36362.4
2977.521,36757,36363.3
2977.544,36758,36364.3
2977.566,36759,36365.2
2977.589,36760,36366.2
2977.612,36761,36367.1
2977.635,36762,36368.1
2977.657,36763,36369
2977.68,36764,36370
2977.703,36765,36370.9
2977.726,36766,36371.9
2977.748,36767,36372.8
2977.771,36768,36373.8
2977.794,36769,36374.7
2977.817,36770,36375.7
2977.839,36771,36376.6
2977.862,36772,36377.6
2977.885,36773,36378.6
2977.908,36774,36379.5
2977.93,36775,36380.5
2977.953,36776,36381.4
2977.976,36777,36382.4
2977.998,36778,36383.4
2978.021,36779,36384.3
2978.044,36780,36385.3
2978.067,36781,36386.3
2978.089,36782,36387.2
2978.112,36783,36388.2
2978.135,36784,36389.2
2978.157,36785,36390.1
2978.18,36786,36391.1
2978.203,36787,36392.1
2978.226,36788,36393.1
2978.248,36789,36394
2978.271,36790,36395
2978.294,36791,36396
2978.316,36792,36396.9
2978.339,36793,36397.9
2978.362,36794,36398.9
2978.384,36795,36399.9
2978.407,36796,36400.9
2978.43,36797,36401.8
2978.452,36798,36402.8
2978.475,36799,36403.8
2978.498,36800,36404.8
2978.52,36801,36405.8
2978.543,36802,36406.7
2978.566,36803,36407.7
2978.588,36804,36408.7
2978.611,36805,36409.7
2978.634,36806,36410.7
2978.656,36807,36411.7
2978.679,36808,36412.7
2978.702,36809,36413.6
2978.724,36810,36414.6
2978.747,36811,36415.6
2978.769,36812,36416.6
2978.792,36813,36417.6
2978.815,36814,36418.6
2978.837,36815,36419.6
2978.86,36816,36420.6
2978.883,36817,36421.6
2978.905,36818,36422.5
2978.928,36819,36423.5
2978.95,36820,36424.5
2978.973,36821,36425.5
2978.996,36822,36426.5
2979.018,36823,36427.5
2979.041,36824,36428.5
2979.063,36825,36429.5
2979.086,36826,36430.5
2979.109,36827,36431.5
2979.131,36828,36432.5
2979.154,36829,36433.5
2979.176,36830,36434.5
2979.199,36831,36435.5
2979.222,36832,36436.5
2979.244,36833,36437.5
2979.267,36834,36438.5
2979.289,36835,36439.4
2979.312,36836,36440.4
2979.335,36837,36441.4
2979.357,36838,36442.4
2979.38,36839,36443.4
2979.402,36840,36444.4
2979.425,36841,36445.4
2979.447,36842,36446.4
2979.47,36843,36447.4
2979.493,36844,36448.4
2979.515,36845,36449.4
2979.538,36846,36450.4
2979.56,36847,36451.4
2979.583,36848,36452.4
2979.605,36849,36453.4
2979.628,36850,36454.5
2979.65,36851,36455.5
2979.673,36852,36456.5
2979.696,36853,36457.5
2979.718,36854,36458.5
2979.741,36855,36459.5
2979.763,36856,36460.5
2979.786,36857,36461.5
2979.808,36858,36462.5
2979.831,36859,36463.5
2979.853,36860,36464.5
2979.876,36861,36465.5
2979.898,36862,36466.5
2979.921,36863,36467.6
2979.943,36864,36468.6
2979.966,36865,36469.6
2979.988,36866,36470.6
2980.011,36867,36471.6
2980.033,36868,36472.6
2980.056,36869,36473.6
2980.078,36870,36474.6
2980.101,36871,36475.7
2980.123,36872,36476.7
2980.146,36873,36477.7
2980.169,36874,36478.7
2980.191,36875,36479.7
2980.213,36876,36480.7
2980.236,36877,36481.7
2980.258,36878,36482.7
2980.281,36879,36483.7
2980.303,36880,36484.8
2980.326,36881,36485.8
2980.348,36882,36486.8
2980.371,36883,36487.8
2980.393,36884,36488.8
2980.416,36885,36489.8
2980.438,36886,36490.8
2980.461,36887,36491.8
2980.483,36888,36492.9
2980.506,36889,36493.9
2980.528,36890,36494.9
2980.551,36891,36495.9
2980.573,36892,36496.9
2980.596,36893,36497.9
2980.618,36894,36498.9
2980.641,36895,36499.9
2980.663,36896,36500.9
2980.685,36897,36502
2980.708,36898,36503
2980.73,36899,36504
2980.753,36900,36505
2980.775,36901,36506
2980.798,36902,36507
2980.82,36903,36508
2980.843,36904,36509
2980.865,36905,36510
2980.888,36906,36511
2980.91,36907,36512.1
2980.932,36908,36513.1
2980.955,36909,36514.1
2980.977,36910,36515.1
2981,36911,36516.1
2981.022,36912,36517.1
2981.045,36913,36518.1
2981.067,36914,36519.1
2981.089,36915,36520.1
2981.112,36916,36521.1
2981.134,36917,36522.1
2981.157,36918,36523.1
2981.179,36919,36524.1
2981.201,36920,36525.1
2981.224,36921,36526.1
2981.246,36922,36527.1
2981.269,36923,36528.1
2981.291,36924,36529.2
2981.314,36925,36530.2
2981.336,36926,36531.2
2981.358,36927,36532.2
2981.381,36928,36533.2
2981.403,36929,36534.2
2981.426,36930,36535.2
2981.448,36931,36536.2
2981.47,36932,36537.2
2981.493,36933,36538.2
2981.515,36934,36539.2
2981.537,36935,36540.2
2981.56,36936,36541.2
2981.582,36937,36542.2
2981.605,36938,36543.2
2981.627,36939,36544.1
2981.649,36940,36545.1
2981.672,36941,36546.1
2981.694,36942,36547.1
2981.717,36943,36548.1
2981.739,36944,36549.1
2981.761,36945,36550.1
2981.784,36946,36551.1
2981.806,36947,36552.1
2981.828,36948,36553.1
2981.851,36949,36554.1
2981.873,36950,36555.1
2981.895,36951,36556.1
2981.918,36952,36557.1
2981.94,36953,36558.1
2981.963,36954,36559.1
2981.985,36955,36560.1
2982.007,36956,36561.1
2982.03,36957,36562.1
2982.052,36958,36563.1
2982.074,36959,36564.1
2982.097,36960,36565.1
2982.119,36961,36566.1
2982.141,36962,36567.1
2982.164,36963,36568.1
2982.186,36964,36569.1
2982.208,36965,36570.1
2982.231,36966,36571.1
2982.253,36967,36572.1
2982.275,36968,36573.1
2982.298,36969,36574.1
2982.32,36970,36575.1
2982.342,36971,36576.1
2982.365,36972,36577.1
2982.387,36973,36578.1
2982.409,36974,36579.1
2982.432,36975,36580.1
2982.454,36976,36581.1
2982.476,36977,36582.1
2982.499,36978,36583.1
2982.521,36979,36584.1
2982.543,36980,36585.1
2982.566,36981,36586.1
2982.588,36982,36587.1
2982.61,36983,36588.1
2982.632,36984,36589.1
2982.655,36985,36590.1
2982.677,36986,36591.1
2982.699,36987,36592.1
2982.722,36988,36593.1
2982.744,36989,36594.1
2982.766,36990,36595.1
2982.789,36991,36596.1
2982.811,36992,36597.1
2982.833,36993,36598.1
2982.855,36994,36599.1
2982.878,36995,36600.1
2982.9,36996,36601.1
2982.922,36997,36602.1
2982.945,36998,36603.1
2982.967,36999,36604.1
2982.989,37000,36605.1
2983.012,37001,36606.1
2983.034,37002,36607.1
2983.056,37003,36608.1
2983.078,37004,36609.1
2983.101,37005,36610
2983.123,37006,36611
2983.145,37007,36612
2983.167,37008,36613
2983.19,37009,36614
2983.212,37010,36615
2983.234,37011,36616
2983.257,37012,36617
2983.279,37013,36618
2983.301,37014,36619
2983.323,37015,36620
2983.346,37016,36621
2983.368,37017,36622
2983.39,37018,36623
2983.412,37019,36624
2983.435,37020,36625
2983.457,37021,36626
2983.479,37022,36627
2983.501,37023,36628
2983.524,37024,36629
2983.546,37025,36630
2983.568,37026,36631
2983.59,37027,36632
2983.613,37028,36633
2983.635,37029,36634
2983.657,37030,36635
2983.679,37031,36636
2983.702,37032,36636.9
2983.724,37033,36637.9
2983.746,37034,36638.9
2983.768,37035,36639.9
2983.791,37036,36640.9
2983.813,37037,36641.9
2983.835,37038,36642.9
2983.857,37039,36643.9
2983.88,37040,36644.9
2983.902,37041,36645.8
2983.924,37042,36646.8
2983.946,37043,36647.8
2983.968,37044,36648.8
2983.991,37045,36649.8
2984.013,37046,36650.8
2984.035,37047,36651.8
2984.057,37048,36652.7
2984.08,37049,36653.7
2984.102,37050,36654.7
2984.124,37051,36655.7
2984.146,37052,36656.7
2984.168,37053,36657.7
2984.191,37054,36658.7
2984.213,37055,36659.7
2984.235,37056,36660.7
2984.257,37057,36661.6
2984.28,37058,36662.6
2984.302,37059,36663.6
2984.324,37060,36664.6
2984.346,37061,36665.6
2984.368,37062,36666.6
2984.391,37063,36667.6
2984.413,37064,36668.6
2984.435,37065,36669.6
2984.457,37066,36670.6
2984.479,37067,36671.5
2984.502,37068,36672.5
2984.524,37069,36673.5
2984.546,37070,36674.5
2984.568,37071,36675.5
2984.59,37072,36676.5
2984.613,37073,36677.5
2984.635,37074,36678.5
2984.657,37075,36679.5
2984.679,37076,36680.5
2984.701,37077,36681.5
2984.723,37078,36682.5
2984.746,37079,36683.5
2984.768,37080,36684.5
2984.79,37081,36685.4
2984.812,37082,36686.4
2984.834,37083,36687.4
2984.857,37084,36688.4
2984.879,37085,36689.4
2984.901,37086,36690.4
2984.923,37087,36691.4
2984.945,37088,36692.4
2984.967,37089,36693.4
2984.99,37090,36694.4
2985.012,37091,36695.4
2985.034,37092,36696.4
2985.056,37093,36697.4
2985.078,37094,36698.4
2985.101,37095,36699.4
2985.123,37096,36700.4
2985.145,37097,36701.4
2985.167,37098,36702.3
2985.189,37099,36703.3
2985.211,37100,36704.3
2985.234,37101,36705.3
2985.256,37102,36706.3
2985.278,37103,36707.3
2985.3,37104,36708.3
2985.322,37105,36709.3
2985.344,37106,36710.3
2985.366,37107,36711.3
2985.389,37108,36712.3
2985.411,37109,36713.3
2985.433,37110,36714.3
2985.455,37111,36715.3
2985.477,37112,36716.3
2985.499,37113,36717.3
2985.522,37114,36718.3
2985.544,37115,36719.3
2985.566,37116,36720.2
2985.588,37117,36721.2
2985.61,37118,36722.2
2985.632,37119,36723.2
2985.654,37120,36724.2
2985.677,37121,36725.2
2985.699,37122,36726.2
2985.721,37123,36727.2
2985.743,37124,36728.2
2985.765,37125,36729.2
2985.787,37126,36730.2
2985.809,37127,36731.2
2985.832,37128,36732.2
2985.854,37129,36733.2
2985.876,37130,36734.2
2985.898,37131,36735.1
2985.92,37132,36736.1
2985.942,37133,36737.1
2985.964,37134,36738.1
2985.987,37135,36739.1
2986.009,37136,36740.1
2986.031,37137,36741.1
2986.053,37138,36742.1
2986.075,37139,36743.1
2986.097,37140,36744.1
2986.119,37141,36745.1
2986.141,37142,36746.1
2986.164,37143,36747.1
2986.186,37144,36748.1
2986.208,37145,36749.1
2986.23,37146,36750.1
2986.252,37147,36751.1
2986.274,37148,36752.1
2986.296,37149,36753.1
2986.318,37150,36754.1
2986.341,37151,36755.1
2986.363,37152,36756.1
2986.385,37153,36757.1
2986.407,37154,36758.1
2986.429,37155,36759.1
2986.451,37156,36760.1
2986.473,37157,36761.1
2986.495,37158,36762.1
2986.518,37159,36763.1
2986.54,37160,36764.1
2986.562,37161,36765.2
2986.584,37162,36766.2
2986.606,37163,36767.2
2986.628,37164,36768.2
2986.65,37165,36769.2
2986.672,37166,36770.2
2986.694,37167,36771.2
2986.717,37168,36772.2
2986.739,37169,36773.2
2986.761,37170,36774.2
2986.783,37171,36775.2
2986.805,37172,36776.2
2986.827,37173,36777.2
2986.849,37174,36778.2
2986.871,37175,36779.2
2986.893,37176,36780.2
2986.915,37177,36781.2
2986.938,37178,36782.2
2986.96,37179,36783.2
2986.982,37180,36784.2
2987.004,37181,36785.2
2987.026,37182,36786.2
2987.048,37183,36787.3
2987.07,37184,36788.3
2987.092,37185,36789.3
2987.114,37186,36790.3
2987.136,37187,36791.3
2987.159,37188,36792.3
2987.181,37189,36793.3
2987.203,37190,36794.3
2987.225,37191,36795.3
2987.247,37192,36796.3
2987.269,37193,36797.3
2987.291,37194,36798.3
2987.313,37195,36799.3
2987.335,37196,36800.3
2987.357,37197,36801.3
2987.379,37198,36802.3
2987.402,37199,36803.3
2987.424,37200,36804.3
2987.446,37201,36805.3
2987.468,37202,36806.3
2987.49,37203,36807.3
2987.512,37204,36808.3
2987.534,37205,36809.4
2987.556,37206,36810.4
2987.578,37207,36811.4
2987.6,37208,36812.4
2987.622,37209,36813.4
2987.644,37210,36814.4
2987.667,37211,36815.4
2987.689,37212,36816.4
2987.711,37213,36817.4
2987.733,37214,36818.4
2987.755,37215,36819.4
2987.777,37216,36820.4
2987.799,37217,36821.4
2987.821,37218,36822.5
2987.843,37219,36823.5
2987.865,37220,36824.5
2987.887,37221,36825.5
2987.909,37222,36826.5
2987.932,37223,36827.5
2987.954,37224,36828.5
2987.976,37225,36829.5
2987.998,37226,36830.6
2988.02,37227,36831.6
2988.042,37228,36832.6
2988.064,37229,36833.6
2988.086,37230,36834.6
2988.108,37231,36835.6
2988.13,37232,36836.7
2988.152,37233,36837.7
2988.174,37234,36838.7
2988.196,37235,36839.7
2988.218,37236,36840.7
2988.241,37237,36841.8
2988.263,37238,36842.8
2988.285,37239,36843.8
2988.307,37240,36844.8
2988.329,37241,36845.9
2988.351,37242,36846.9
2988.373,37243,36847.9
2988.395,37244,36848.9
2988.417,37245,36850
2988.439,37246,36851
2988.461,37247,36852
2988.483,37248,36853
2988.505,37249,36854.1
2988.527,37250,36855.1
2988.549,37251,36856.1
2988.572,37252,36857.2
2988.594,37253,36858.2
2988.616,37254,36859.2
2988.638,37255,36860.3
2988.66,37256,36861.3
2988.682,37257,36862.3
2988.704,37258,36863.4
2988.726,37259,36864.4
2988.748,37260,36865.5
2988.77,37261,36866.5
2988.792,37262,36867.5
2988.814,37263,36868.6
2988.836,37264,36869.6
2988.858,37265,36870.6
2988.88,37266,36871.7
2988.902,37267,36872.7
2988.924,37268,36873.8
2988.947,37269,36874.8
2988.969,37270,36875.9
2988.991,37271,36876.9
2989.013,37272,36878
2989.035,37273,36879
2989.057,37274,36880.1
2989.079,37275,36881.1
2989.101,37276,36882.2
2989.123,37277,36883.2
2989.145,37278,36884.3
2989.167,37279,36885.3
2989.189,37280,36886.4
2989.211,37281,36887.4
2989.233,37282,36888.5
2989.255,37283,36889.5
2989.277,37284,36890.6
2989.299,37285,36891.6
2989.321,37286,36892.6
2989.344,37287,36893.7
2989.366,37288,36894.7
2989.388,37289,36895.8
2989.41,37290,36896.8
2989.432,37291,36897.9
2989.454,37292,36898.9
2989.476,37293,36900
2989.498,37294,36901
2989.52,37295,36902.1
2989.542,37296,36903.1
2989.564,37297,36904.2
2989.586,37298,36905.2
2989.608,37299,36906.3
2989.63,37300,36907.3
2989.652,37301,36908.3
2989.674,37302,36909.4
2989.696,37303,36910.4
2989.718,37304,36911.5
2989.74,37305,36912.5
2989.763,37306,36913.6
2989.785,37307,36914.6
2989.807,37308,36915.7
2989.829,37309,36916.7
2989.851,37310,36917.8
2989.873,37311,36918.8
2989.895,37312,36919.8
2989.917,37313,36920.9
2989.939,37314,36921.9
2989.961,37315,36923
2989.983,37316,36924
2990.005,37317,36925.1
2990.027,37318,36926.1
2990.049,37319,36927.1
2990.071,37320,36928.2
2990.093,37321,36929.2
2990.115,37322,36930.2
2990.137,37323,36931.3
2990.159,37324,36932.3
2990.181,37325,36933.3
2990.203,37326,36934.4
2990.226,37327,36935.4
2990.248,37328,36936.4
2990.27,37329,36937.5
2990.292,37330,36938.5
2990.314,37331,36939.5
2990.336,37332,36940.6
2990.358,37333,36941.6
2990.38,37334,36942.6
2990.402,37335,36943.7
2990.424,37336,36944.7
2990.446,37337,36945.7
2990.468,37338,36946.8
2990.49,37339,36947.8
2990.512,37340,36948.8
2990.534,37341,36949.9
2990.556,37342,36950.9
2990.578,37343,36951.9
2990.6,37344,36953
2990.622,37345,36954
2990.644,37346,36955
2990.666,37347,36956.1
2990.689,37348,36957.1
2990.711,37349,36958.2
2990.733,37350,36959.2
2990.755,37351,36960.3
2990.777,37352,36961.3
2990.799,37353,36962.4
2990.821,37354,36963.4
2990.843,37355,36964.4
2990.865,37356,36965.5
2990.887,37357,36966.5
2990.909,37358,36967.6
2990.931,37359,36968.6
2990.953,37360,36969.7
2990.975,37361,36970.7
2990.997,37362,36971.8
2991.019,37363,36972.8
2991.041,37364,36973.9
2991.063,37365,36974.9
2991.085,37366,36976
2991.107,37367,36977
2991.129,37368,36978.1
2991.152,37369,36979.1
2991.174,37370,36980.2
2991.196,37371,36981.2
2991.218,37372,36982.3
2991.24,37373,36983.3
2991.262,37374,36984.4
2991.284,37375,36985.4
2991.306,37376,36986.5
2991.328,37377,36987.5
2991.35,37378,36988.6
2991.372,37379,36989.6
2991.394,37380,36990.7
2991.416,37381,36991.8
2991.438,37382,36992.8
2991.46,37383,36993.9
2991.482,37384,36994.9
2991.504,37385,36996
2991.526,37386,36997
2991.548,37387,36998.1
2991.57,37388,36999.1
2991.592,37389,37000.2
2991.615,37390,37001.2
2991.637,37391,37002.3
2991.659,37392,37003.3
2991.681,37393,37004.4
2991.703,37394,37005.4
2991.725,37395,37006.5
2991.747,37396,37007.5
2991.769,37397,37008.6
2991.791,37398,37009.6
2991.813,37399,37010.7
2991.835,37400,37011.7
2991.857,37401,37012.8
2991.879,37402,37013.8
2991.901,37403,37014.9
2991.923,37404,37015.9
2991.945,37405,37017
2991.967,37406,37018
2991.989,37407,37019.1
2992.011,37408,37020.1
2992.034,37409,37021.2
2992.056,37410,37022.2
2992.078,37411,37023.3
2992.1,37412,37024.3
2992.122,37413,37025.3
2992.144,37414,37026.4
2992.166,37415,37027.4
2992.188,37416,37028.5
2992.21,37417,37029.5
2992.232,37418,37030.6
2992.254,37419,37031.6
2992.276,37420,37032.7
2992.298,37421,37033.7
2992.32,37422,37034.7
2992.342,37423,37035.8
2992.364,37424,37036.8
2992.386,37425,37037.9
2992.409,37426,37038.9
2992.431,37427,37040
2992.453,37428,37041
2992.475,37429,37042.1
2992.497,37430,37043.1
2992.519,37431,37044.1
2992.541,37432,37045.2
2992.563,37433,37046.2
2992.585,37434,37047.3
2992.607,37435,37048.3
2992.629,37436,37049.4
2992.651,37437,37050.4
2992.673,37438,37051.5
2992.695,37439,37052.5
2992.717,37440,37053.5
2992.739,37441,37054.6
2992.762,37442,37055.6
2992.784,37443,37056.7
2992.806,37444,37057.7
2992.828,37445,37058.8
2992.85,37446,37059.8
2992.872,37447,37060.8
2992.894,37448,37061.9
2992.916,37449,37062.9
2992.938,37450,37064
2992.96,37451,37065
2992.982,37452,37066.1
2993.004,37453,37067.1
2993.026,37454,37068.2
2993.048,37455,37069.2
2993.07,37456,37070.3
2993.093,37457,37071.3
2993.115,37458,37072.4
2993.137,37459,37073.4
2993.159,37460,37074.5
2993.181,37461,37075.5
2993.203,37462,37076.6
2993.225,37463,37077.6
2993.247,37464,37078.7
2993.269,37465,37079.7
2993.291,37466,37080.8
2993.313,37467,37081.8
2993.335,37468,37082.9
2993.357,37469,37083.9
2993.38,37470,37085
2993.402,37471,37086
2993.424,37472,37087.1
2993.446,37473,37088.1
2993.468,37474,37089.2
2993.49,37475,37090.2
2993.512,37476,37091.3
2993.534,37477,37092.3
2993.556,37478,37093.4
2993.578,37479,37094.4
2993.6,37480,37095.5
2993.622,37481,37096.5
2993.644,37482,37097.6
2993.667,37483,37098.6
2993.689,37484,37099.7
2993.711,37485,37100.7
2993.733,37486,37101.8
2993.755,37487,37102.8
2993.777,37488,37103.9
2993.799,37489,37105
2993.821,37490,37106
2993.843,37491,37107.1
2993.865,37492,37108.1
2993.887,37493,37109.2
2993.91,37494,37110.2
2993.932,37495,37111.3
2993.954,37496,37112.3
2993.976,37497,37113.4
2993.998,37498,37114.4
2994.02,37499,37115.5
2994.042,37500,37116.5
2994.064,37501,37117.6
2994.086,37502,37118.7
2994.108,37503,37119.7
2994.13,37504,37120.8
2994.153,37505,37121.8
2994.175,37506,37122.9
2994.197,37507,37123.9
2994.219,37508,37125
2994.241,37509,37126
2994.263,37510,37127.1
2994.285,37511,37128.1
2994.307,37512,37129.2
2994.329,37513,37130.2
2994.351,37514,37131.3
2994.374,37515,37132.3
2994.396,37516,37133.4
2994.418,37517,37134.4
2994.44,37518,37135.5
2994.462,37519,37136.5
2994.484,37520,37137.6
2994.506,37521,37138.6
2994.528,37522,37139.6
2994.55,37523,37140.7
2994.572,37524,37141.7
2994.595,37525,37142.8
2994.617,37526,37143.8
2994.639,37527,37144.9
2994.661,37528,37145.9
2994.683,37529,37147
2994.705,37530,37148
2994.727,37531,37149.1
2994.749,37532,37150.1
2994.771,37533,37151.2
2994.794,37534,37152.2
2994.816,37535,37153.3
2994.838,37536,37154.3
2994.86,37537,37155.4
2994.882,37538,37156.4
2994.904,37539,37157.5
2994.926,37540,37158.5
2994.948,37541,37159.6
2994.971,37542,37160.6
2994.993,37543,37161.7
2995.015,37544,37162.7
2995.037,37545,37163.8
2995.059,37546,37164.8
2995.081,37547,37165.9
2995.103,37548,37166.9
2995.125,37549,37168
2995.147,37550,37169
2995.17,37551,37170.1
2995.192,37552,37171.1
2995.214,37553,37172.2
2995.236,37554,37173.3
2995.258,37555,37174.3
2995.28,37556,37175.3
2995.302,37557,37176.4
2995.325,37558,37177.4
2995.347,37559,37178.5
2995.369,37560,37179.5
2995.391,37561,37180.6
2995.413,37562,37181.6
2995.435,37563,37182.7
2995.457,37564,37183.7
2995.479,37565,37184.8
2995.502,37566,37185.8
2995.524,37567,37186.9
2995.546,37568,37187.9
2995.568,37569,37189
2995.59,37570,37190
2995.612,37571,37191.1
2995.634,37572,37192.1
2995.657,37573,37193.2
2995.679,37574,37194.2
2995.701,37575,37195.2
2995.723,37576,37196.3
2995.745,37577,37197.3
2995.767,37578,37198.4
2995.789,37579,37199.4
2995.812,37580,37200.5
2995.834,37581,37201.5
2995.856,37582,37202.5
2995.878,37583,37203.6
2995.9,37584,37204.6
2995.922,37585,37205.7
2995.945,37586,37206.7
2995.967,37587,37207.8
2995.989,37588,37208.8
2996.011,37589,37209.8
2996.033,37590,37210.9
2996.055,37591,37211.9
2996.078,37592,37213
